Rank	Latitude	Longitude
1119	13.00924	77.67617
1120	13.00931	77.67619
1121	13.00937	77.67622
1122	13.00942	77.67625
1123	13.00948	77.67626
1124	13.00954	77.67629
1125	13.00960	77.67631
1126	13.00967	77.67632
1127	13.00973	77.67635
1128	13.00980	77.67637
1129	13.00986	77.67639
1130	13.00992	77.67640
1131	13.00998	77.67642
1132	13.01003	77.67642
1133	13.01009	77.67643
1134	13.01015	77.67645
1135	13.01020	77.67647
1136	13.01026	77.67648
1137	13.01032	77.67649
1138	13.01038	77.67650
1139	13.01043	77.67651
1140	13.01049	77.67652
1141	13.01054	77.67652
1142	13.01060	77.67653
1143	13.01066	77.67654
1144	13.01072	77.67656
1145	13.01078	77.67658
1146	13.01083	77.67659
